0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,3,5,4,5,2,5,3,0,6,2,6,0,0,0
0,0,0,5,0,4,0,0,0,0,0,6,0,6,0,6,0,0,0
0,0,0,2,0,6,0,6,0,4,0,4,0,4,0,3,0,0,0
0,0,0,6,5,6,0,3,0,6,0,6,2,6,0,6,0,0,0
0,0,0,2,0,4,0,6,0,3,0,0,6,0,0,0,0,0,0
0,0,0,4,0,5,6,5,0,6,0,6,2,5,6,3,0,0,0
0,0,0,6,0,0,0,6,0,2,0,3,0,0,0,0,0,0,0
0,0,0,4,5,2,4,3,6,2,0,6,5,4,6,3,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0
0,0,0,6,4,5,0,6,3,6,0,3,6,5,6,2,0,0,0
0,0,0,5,0,2,5,4,0,0,0,5,0,0,0,0,0,0,0
0,0,0,4,0,0,0,0,0,6,0,4,5,6,2,6,0,0,0
0,0,0,6,2,6,3,5,5,2,0,0,6,0,4,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
