0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7,1,3,5,4,5,2,5,3,1,6,2,6,0,0,0
0,0,0,5,1,4,1,1,1,1,1,6,1,6,1,6,0,0,0
0,0,0,2,1,6,1,6,1,4,1,4,1,4,1,3,0,0,0
0,0,0,6,5,6,1,3,1,6,1,6,2,6,1,6,0,0,0
0,0,0,2,1,4,1,6,1,3,1,1,6,1,1,1,0,0,0
0,0,0,4,1,5,6,5,1,6,1,6,2,5,6,3,0,0,0
0,0,0,6,1,1,1,6,1,2,1,3,1,1,1,1,0,0,0
0,0,0,4,5,2,4,3,6,2,1,6,5,4,6,3,0,0,0
0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,6,0,0,0
0,0,0,6,4,5,1,6,3,6,1,3,6,5,6,2,0,0,0
0,0,0,5,1,2,5,4,1,1,1,5,1,1,1,1,0,0,0
0,0,0,4,1,1,1,1,1,6,1,4,5,6,2,6,0,0,0
0,0,0,6,2,6,3,5,5,2,1,1,6,1,4,7,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
